id-EP3960889A4    abstract-
id-CN112033151A    abstract-本发明公开了一种环式焙烧炉用的煤焦油回收装置，包括底架、筒座、进气筒、密封盖、管体、风机、电源线、控制开关和处理机构，本发明通过优化设置了处理机构，以驱动电机作为动力源，通过轴杆的转动使杆体带动筒套在其外表面与其上下滑动配合，筒套带动推板在框座内上下滑动，从而使冷却液通过进液阀座后从出液阀座排入液体管内，对圆柱通道内部进行冷却处理；轴杆同时带动齿轮转动，齿轮通过与外齿轮圈的配合带动圆环片转动，圆环片带动刮刀片刮动圆柱通道内壁，避免沥青堆积，进而提高了煤焦油的回收利用效率。
id-CN112179153A    abstract-本发明属于煅烧烟气处理领域，涉及一种烧结镁砂煅烧烟气脱硝的方法，通过集源头削减、过程控制与末端治理于一体的方式，对烧结镁砂煅烧过程产生的氮氧化物进行防控。具体步骤为：采用清洁燃料代替非清洁燃料，从源头上减少或避免燃料型氮氧化物的产生；在竖炉上布置主、次两级煅烧火口，实现燃料的分级燃烧；采用烟气再循环技术，降低燃烧过程中热力型氮氧化物的生成量，实现燃烧过程中氮氧化物削减；在竖炉预热段的适宜位置布置喷氨窗口，采用选择性非催化还原方式对炉内的煅烧烟气进行初步脱硝处理；在竖炉适宜位置布置煅烧火口，保证适宜的预热和煅烧带高度，使得出口烟气温度满足选择性催化还原脱硝温度，实现对氮氧化物的末端治理。
id-CN112033170A    abstract-本发明公开的一种烟熏炉热气回收余热回收冷凝除湿装置，包括外壳，所述外壳右侧固定设有电机箱，其特征在于：所述外壳内自上而下分别依次设有内腔，工作腔，所述外壳上侧固定设有与所述内腔连通的进入口，所述外壳上侧固定与所述内腔连通的位于所述进入口右侧的排出口，本发明根据对于烟熏炉热气热量的不同做出相应的调整，并且烟熏后的热气排出时如果其热量过高的话，经过除湿处理是可以直接通入烟熏炉中完成再一次烟熏的，节约能源，对于使用电能用以加热的烟熏炉装置中，这样可以很大效率的降低烟熏炉电能的损耗。
id-CN112212681A    abstract-本发明涉及化工工程传热设备技术领域，用于提高煤炭在回转炉内的干燥温度、提高传热效率、降低蒸汽使用量，具体涉及一种煤炭蒸汽干燥回转炉强化传热装置及其传热方法，包括连接在支撑座上的卧式回转圆筒，卧式回转圆筒上连接煤炭螺旋输料机、传动机构和出料机构，卧式回转圆筒内连接加热结构，加热结构包括连接在卧式回转圆筒内的蒸汽列管，蒸汽列管上设置第一低压蒸汽入口和凝结水出口，卧式回转圆筒内侧设置由烟气夹套圆筒形成的夹套，沿卧式回转圆筒的筒长方向设置多个低温烟气列管，低温烟气列管上设置烟气入口和烟气出口；在上述结构的基础上以对流和辐射的传热方式进行传热；提高了煤炭在回转炉内的干燥温度和传热效率、降低了蒸汽使用量。
id-CN112082394A    abstract-本发明涉及一种烧结矿篦冷机冷却的余热发电系统，包括烧结机、篦冷机、余热锅炉；所述烧结机与篦冷机相连，所述篦冷机中设有篦板，在所述篦板的一侧设置高温段冷风室、中温段冷风室和低温段冷风室，在所述篦板的另一侧对应设置高温段热废气出口、中温段热废气出口、低温段热废气出口，余热锅炉对应设置余热锅炉高温烟气进口、余热锅炉中温烟气进口、余热锅炉低温烟气进口；冷却风在篦冷机内与热烧结矿热交换后分别从高温段热废气出口、中温段热废气出口、低温段热废气出口排出，分别对应从余热锅炉高温烟气进口、余热锅炉中温烟气进口、余热锅炉低温烟气进口进入被余热锅炉利用。
id-CN112175644A    abstract-本发明公开一种油页岩干馏炉，其包括炉体、油气收集器、油气出口管道及升降机构；油气收集器活动设于炉体内，升降机构至少部分设于炉体内，且升降机构与油气收集器连接以带动油气收集器作升降运动；至少部分油气出口管道设于炉体内，油气出口管道与油气收集器连接，且油气出口管道为可伸缩结构且随油气收集器运动，该油页岩干馏炉通过优化结构，设置升降机构以使油气收集器上升或下降以调节其位于炉体内的高度，从而实现油页岩干馏炉根据物料量及物料形态而调整油气收集器的位置，提高操作可控性及精准性，提高油收率，能避免当物料较少或物料为细碎小料时，由于油气收集器较高而导致油气出口温度较低而出现冷凝的现象，以提高矿石利用率。
id-CN112129117A    abstract-本发明公开了一种钕铁硼磁体加工用烧结温度控制装置，包括测试机构、控制机构、后台和网络平台，控制机构通过无线方式连接测试机构，测试机构通过无线方式连接网络平台，网络平台通过无线方式连接后台，在抽风泵的输出端设置有进风管，进风管的一端连通炉体的内腔，且箱体的内腔中固设有换热管，换热管的形状为螺旋状，使得在对炉内进行快速冷却降温的过程中，可以利用抽风泵将炉内的高温气体通过进风管输送到箱体中，并将高温气体利用换热管进行余热回收，且换热管的形状为螺旋状，使得通过换热管适时地延长高温气体的行进路线和停留时间，热交换充分，提高了余热利用率，利用余热回收的方式对炉内快速降温的同时也提高了资源利用率。
id-CN112179155A    abstract-本发明涉及一种水泥窑旁路放风排放废气节能减排利用系统及工艺，主要应用于水泥生产企业。包括窑尾烟室、一级急冷装置、一级急冷风机、SNCR脱硝装置、二级混风装置、二级混风风机、空气预热器、空气鼓风机、收尘器、尾排风机、窑尾烟囱、热风使用装置。其中窑尾烟室、一级急冷装置、二级混风装置、空气预热器、收尘器、尾排风机和窑尾烟囱通过烟道依次顺序连接，其中一级急冷装置采用空气冷却，二级混风装置采用尾排风机后的低温烟气进行冷却，为了达到环保要求，系统中还设置了SNCR脱硝装置。这个系统可以快速有效的降低旁路放风烟气温度，避免管路中发生堵塞，还可以有效的利用烟气中的热量，降低系统的能耗，同时满足环保要求。
id-CN112337275A    abstract-本发明公开了一种烧结烟气脱硫脱硝装置，属于钢铁环保领域，一种烧结烟气脱硫脱硝方法，包括以下步骤：(1)烧结机来烟气经由换热进入脱硫总成；(2)湿法脱硫；(3)除雾器气水分离；(4)湿式除尘器；(5)烟气冷凝器降温；(6)进入媒介式烟气换热器升温侧换热升温，进入烟气换热器冷端换热升温；(7)补热加氨气；(8)含氨烟气脱硝；(9)换热降温；(10)烟囱排出。与现有技术相比较，本工艺在任何情况下都可以稳定工作，避免湿法脱硫出口烟气带走更多的水份，造成排放口烟气拖尾过长，实现零度以上烟囱无可视烟羽。
id-CN112033169A    abstract-本发明涉及烟气余热利用技术领域，尤其涉及一种活性石灰回转窑生产线烟气余热利用换热器及其系统，其结构包括：烟气分配器、集灰斗分别固定在换热介质壳体上、下端口上；烟气入口、烟气出口分别设置在烟气分配器、集灰斗上；换热元件由竖向设置在换热介质壳体中的若干组螺旋槽管组成，螺旋槽管的上端与烟气分配器连通，螺旋槽管的下端与集灰斗连通；卸灰阀设置在集灰斗的底部；换热介质入口和换热介质出口均固定在换热介质壳体上，且换热介质入口和换热介质出口均与换热介质壳体内腔连通。本发明的换热元件采用螺旋槽管，且螺旋槽管竖向布置；换热方式创新：采用烟气在换热元件内，换热介质在换热元件外。解决换热器积尘、堵塞和结露问题。
id-CN112033146B    abstract-本发明公开了一种次氧化锌的焙烧设备，包括底座、直流电机、减速机、直齿轮、齿圈、窑体、烟道组件、润滑组件、托辊组件、进料管和第一轴承架桥，所述托辊组件由托辊、转轮、第二轴承架桥、支撑壳体、刹车片、滚珠螺母、滚珠丝杆、第三轴承架桥、蜗杆、蜗轮、伺服电机、托板和液压杆组成，所述烟道组件由烟道壳体、隔板、过滤层组、引风机、排风罩和过滤网组成，所述润滑组件由润滑壳体、减速电机、锥齿轮副、转轴、电动推杆、压板、滤嘴和鹅颈管组成，该发明，能通过托辊组件使得窑体减速和停止；还通过润滑组件对直齿轮和齿圈啮合处进行润滑，利于啮合旋转，延长使用寿命；焙烧产生的烟气通过窑体尾部设置的烟道组件过滤其中颗粒后排出。
id-CN112344749A    abstract-本发明涉及一种常压下VD炉的除尘方法，在真空管道上增设三通，并通过真空管道切换装置和除尘管道切换装置，使真空罐在钢水进行真空处理时与真空泵系统管道连接并密封、在复压破真空后与车间通风除尘系统管道连接并进行除尘作业。通过管道切换装置及辅助设备的位置变化，可将喂丝产生的烟尘全部抽入车间通风除尘系统。本发明在解决了环保问题的同时，提高了生产效率、增加了收益。
id-CN112066729B    abstract-本发明公开了一种预焙阳极生产用余热回收系统及其使用方法，涉及余热回收设备技术领域，为解决现有的如何在余热回收环保的前提下提高回收效果的问题。所述罐式煅烧炉一侧的下方设置有烟尘分离器，所述烟尘分离器一侧的上方设置有烟气换热管道，所述烟气换热管道的上端焊接固定有蒸汽锅炉，所述烟气换热管道的内部安装有换热片，且换热片的上端延伸至蒸汽锅炉的内部，所述蒸汽锅炉上端的一侧安装有过热箱，所述过热箱的一侧设置有汽轮机，且过热箱与汽轮机通过管道密封固定，所述汽轮机的输出端安装有发电机，所述发电机的下方设置有储水箱，所述储水箱的一侧安装有除氧器，所述储水箱的另一侧设置有净化塔。
id-CN112033156B    abstract-本发明公开了一种高效的密封式钕铁硼磁体熔炼装置，包括熔炼炉和搅拌装置，搅拌装置设置于熔炼炉的内腔，在出料管的内壁间设置震荡机构，利用固定环均匀设置冲击件，并利用固定块、L型吊杆配合连杆在连杆两端分别设置拨动杆和涡轮扇，熔剂进入到出料管中时，涡轮扇受冲击而转动，通过连杆带动弧形的拨动杆在固定环侧壁间的各冲击件外壁上进行转动按压，冲击件的活动块受按压后挤压连接弹簧，拨动杆转动离去后连接弹簧复位，连接弹簧推动活动块外壁上的冲击杆对熔剂进行突刺冲击震荡，防止熔剂在出料管内出现堵塞现象，保证熔剂输送的流畅度。
id-CN112254510B    abstract-本发明提供一种窑炉风路循环系统及窑炉，所述窑炉包括进料布料段、干燥段、预热段、烧成段、急冷段、缓冷段，具有由风速控制子系统、余热循环利用子系统、环保处理子系统、包括顶部风箱和底部风箱的鼓风抽风子系统和热风冷却子系统组成的窑炉风路循环系统，风箱通过强制鼓风或抽风，实现热风在不同区域的两个循环，将含二噁英的热风强制循环到高温区域进行分解后，再强制快冷至＜250℃排出，避免二次生成二噁英。本发明可根据需要将热风循环到不同的区域进行处理或余热利用，实现对含有二噁英的有害气体的绿色环保处理或利用，且防止二噁英再生，解决传统利用污泥、垃圾等回转窑烧陶粒、隧道窑烧砖等方式存在的二噁英二次生成等诸多问题。
id-CN112207269B    abstract-本发明公开了一种全程无氧化保护浇铸装置，涉及无氧保护浇铸技术领域；为了解决防止浇铸时钢液被空气氧化的问题；具体包括工作台；所述工作台一侧内壁加工有煅烧炉；工作台顶端外壁通过螺钉固定连接有隔热板；隔热板顶端外壁通过螺钉固定连接有储水箱；储水箱顶端内壁加工有注水口；储水箱一侧内壁设置有烟气处理装置；烟气处理装置底端外壁通过铰链连接有隔热挡板；工作台一侧外壁通过螺栓连接有电动阀门；电动阀门一侧外壁通过螺栓连接有双层管；双层管一侧外壁设置有Y型管道。本发明通过在双层管上设置Y型管道，使得覆盖剂在添加时即和通气管道处充入的惰性气体混合，防止在添加覆盖剂时钢液发生二次氧化。
id-CN112212694A    abstract-本发明公开了一种低锰锌铁氧体磁芯加工用的烧结窑，涉及低锰锌铁氧体磁芯加工技术领域，包括主体和基座，所述主体外部表面的前后两端均设置有保护垫，所述主体顶部的内部安装有内腔，且内腔的内部设置有辅助装置。本发明通过辅助装置的设置，能够根据使用需要烧窑过程中会产生较多的热量会直接利用辅助装置对热量进行吸收处理，且辅助装置的内部为中空，且存放有冷却水，通过水的设置可对热量进行回收处理，可根据使用需要利用衔接管、衔接口和回收板对水进行缓冲和后续的排放处理，便于使用者对加热之后的水进行其它处理，并且辅助装置的顶部盖板通过螺栓与辅助装置相连接，便于后期使用者的拆卸。
id-CN112066350A    abstract-本发明适用于节能环保技术领域，提供了高温矿渣余热回收系统；包括：依次连通的冷渣机、导热介质循环系统和蒸汽发生器；其中，所述导热介质循环系统的输出端与冷渣机的导热介质输入端连通，所述蒸汽发生器的导热介质输入端与冷渣机的导热介质输出端连通；所述蒸汽发生器的导热介质输出端与所述导热介质循环系统的输入端连通。本发明系统，可充分回收矿渣的热量，达到节能降耗的目的。
id-CN112146449A    abstract-本发明公开了一种有色金属回收用加热均匀的熔炼装置，包括熔炼炉、挤压仓，挤压仓内转动连接有挤压辊，两个挤压辊之间围成落料空间，熔炼炉口部设有一隔板，隔板上设有避空槽，其相对两端上各铰接有挡板，两个挡板分别由两个驱动组件驱动转动，使两个挡板对避空槽进行密封，熔炼炉上设有通气管，熔炼炉底部安装有电磁加热线圈。本发明所达到的有益效果是：通过两个挤压辊对有色金属进行挤压、破碎，进而可降低有色金属的体积，防止有色金属体积过大，而导致熔炼过程中，熔炼速度较低，通过设置挡板，两个挡板转动至水平状态时，可将隔板上的避空槽进行封闭，使得熔炼过程中，熔炼炉内的热气不会上升至挤压仓内，而产生安全隐患。
id-CN111924922B    abstract-本发明涉及能量回收利用领域，旨在解决偏远临海地区淡水、电能缺乏和能源利用率低的问题，提供临海地区水泥生产、海水淡化和发电联合实现系统及方法。临海地区水泥生产、海水淡化和发电联合实现方法为，水泥系统的余热通过AQC锅炉、SP锅炉和BP锅炉换热驱动工质对发电系统做功，汽轮机的乏汽进去海水淡化系统用于海水淡化。本发明的有益效果是非常适用于偏远临海地区，能实现水泥生产、发电和海水淡化的有机结合，能源利用率高且能够同时生产淡水、水泥和产生电能。
id-CN112240708A    abstract-本发明公开了一种篦冷机内熟料的冷却装置，包括篦冷机本体，所述篦冷机本体下表面两侧均安装有支撑柱，所述支撑柱另一端安装有底座，所述底座上表面一侧安装有蓄水箱，且蓄水箱位于篦冷机本体一侧，所述篦冷机本体内壁一侧安装有出分风管，所述出风管另一端通过接头与导热盘管连接，且导热盘管另一端穿过蓄水箱，所述蓄水箱外壁一侧上方安装有支撑板，所述支撑板上表面安装有水泵，所述水泵的出水端通过接头与输水管连接，且输水管另一端穿过蓄水箱。本发明通过一系列结构的设置，可以加快篦冷机本体内部熟料散热冷却的速度，同时可以对熟料的热量进行吸收利用。
id-CN111998686A    abstract-本发明公开了一种废旧蓄电池铅回收用熔炼废气热回收处理装置，包括净化机构、热回收机构、以及缓速驱动机构，所述净化机构包括净化箱体，所述净化箱体顶部固定连通有进气管，所述净化箱体内侧壁之间固定安装有安装框，所述净化箱体的四个内侧壁均固定安装有竖直隔热板，所述净化箱体的内底壁固定安装有水平隔热板，所述竖直隔热板的底部与水平隔热板的顶部相连接，所述竖直隔热板的顶部与隔板的底部相连接，所述净化箱体内部盛装有碱性溶液。本发明可以对废气中的颗粒杂质、酸性有害物质进行处理，经净化后的气体再进入到热回收箱体内进行热回收，避免气体中的有害物质对直管、缓速箱体的内壁造成腐蚀，延缓设备的使用寿命。
id-CN111924921A    abstract-本发明涉及能量回收利用领域，旨在解决偏远临海地区淡水缺乏和能源利用率低的问题，提供临海地区水泥生产和海水淡化联合实现系统及方法。临海地区水泥生产和海水淡化联合实现方法为，水泥系统的余热通过AQC锅炉、SP锅炉和BP锅炉换热用于海水淡化。本发明的有益效果是非常适用于偏远临海地区，能实现水泥生产和海水淡化的有机结合，能源利用率高且能够同时生产淡水和水泥。
id-CN112048583A    abstract-本发明公开了一种干式熔渣处理设备，包括主换热装置、余热回收装置、钢丸冷却机构，主换热装置包括竖向布置的换热主体，其内部分为上部和下部，在上部设有多个交错布置的斜向下的流床，在下部等间距间隔开地设有多个竖向水冷壁；在换热主体上部的壁上设有多个喷丸冷却机构，喷丸冷却机构的喷射方向朝向流床的床面。高速喷出的钢丸的导热系数大，且数量多，传热面积大，可实现熔渣的快速冷却，提高渣成品的质量并使熔融状态的炉渣得到迅速粒化。余热回收装置与主换热装置通过尾部气道相连，尾部气道内布置有热交换器，吸收热风的余热，通过多级换热可以充分吸收熔渣的余热，热回收效率高。
id-CN112648844A    abstract-本发明公开了一种锂电池正极高镍材料气氛辊道炉设备，包括辊道炉，所述辊道炉内部的底部和顶部皆设置有加热板，所述辊道炉的一侧设置有预热仓，且预热仓与辊道炉的内部相互连通，所述辊道炉和预热仓内部的底部皆贯穿有辊子输送带，所述预热仓远离辊道炉的一侧设置有收集槽，所述收集槽内部靠近预热仓的一设置有清洁刷，且清洁刷延伸至收集槽的外部与辊子输送带相互适配；本发明装置通过加热板、辊道炉、辊子输送带、抽风机、进气管、安装仓、排气管和预热仓的相互配合，可对辊道炉内部多余热气进行循环利用，同时还可对物料进行预加热，便于提高操作人员工作效率，减少物料受热时间。
id-CN112195297A    abstract-本发明公开了一种铜浮选尾渣和炼钢烟尘处理方法，其中铜浮选尾渣处理方法包括以下步骤：将铜浮选尾渣、添加剂和第一还原剂混合以形成混合物，向熔炼炉内充入燃料和氧气；将混合物置于所述熔炼炉内进行熔炼，熔炼炉的温度为1400℃‑1500℃，熔炼炉的熔炼时间为0.3h‑3h，混合物在熔炼炉内熔化为含铁的第一固液混合物和第一气态混合物；将所述第一固液混合物置于所述还原炉内；向还原炉内加入第二还原剂，还原炉的温度为1450℃‑1550℃，还原炉的还原时间为0.3h‑3h，所述第一固液混合物在所述还原炉内生成铁水、含锌的第二气态混合物和炉渣，炉渣三元碱度比为0.75‑3.0。本发明的铜浮选尾渣处理方法可以提高铜浮选尾渣中有价金属的回收利用率，且处理流程较短。
id-CN112097532A    abstract-本发明涉及带有防尘机构的电炉，包括炉体，所述炉体的顶端开设有开口一，所述炉体的内部顶部设置有过滤网，所述炉体的顶端且位于所述开口一的上方设置有防尘罩，所述防尘罩内设置有粘灰柱结构，所述防尘罩的底端与所述开口一相对应的位置开设有与所述开口一相适配的开口二，且所述粘灰柱结构贯穿所述开口一并延伸至所述炉体的内部，所述粘灰柱结构与所述炉体的内部滑动连接。本发明的有益效果：可以对炉体的内部各个部位都进行有效的除尘，提高除尘的效率，防止灰尘在炉体的内部累积，防尘罩可以减少灰尘进入到炉体的内部；同时在使用时可以方便对防尘罩进行拆卸。
id-CN111895562A    abstract-本发明提供一种基于浇注工艺循环水的热泵型一体机水空调系统，包括：循环水输入管线(1)，循环水入口(2)，热泵型一体机水空调主体(3)，所述循环水输入管线(1)上设置的水泵(4)以及浇注工序中频炉(5)；其中，浇注工序中频炉(5)中的高温循环水经过所述循环水输入管线(1)在水泵(4)的作用下经过所述循环水入口(2)送入热泵型一体机水空调主体(3)作为热源进行再利用，所述热泵型一体机水空调主体输出热量后，将温度下降的循环水通过循环水输出管线(6)再次输送回中频炉(5)中进行循环使用，利用了循环水的热量的同时，为浇注工序熔炼中频炉(5)提供的温度可靠的低温水源，供其降温使用。
id-KR102196010B1    abstract-본 발명은 도가니 이동이 가능한 융해로에 관한 것으로서, 더욱 상세하게는, 고체상태의 물질이 담겨진 도가니를 가열로의 내부 및 외부로 간편하게 이동하여 고열의 도가니를 손쉽게 운반할 수 있는 도가니 이동이 가능한 융해로를 제공하는 데 있다.
id-CN112079336A    abstract-本发明属于危废处理技术领域，特别涉及一种用工业危废硫酸钠生产硫化钠的窑炉系统及其方法。包括依次连接的转炉、平炉、烟道及烟气除尘净化系统；转炉用于危废工业废渣的分解及熔化；平炉用于危废工业废渣熔化液的沉淀净化及还原反应，生成硫化钠粗碱；烟气除尘净化系统用于烟气的除尘净化。本发明采用独立分解熔化原料、净化溶液及独立还原反应，实现了连续化生产，设备运转率高，制造成本低，产品质量稳定。
id-CN112082393A    abstract-本发明涉及一种厂矿尾气余热回收利用装置，包括：进料仓、转动外筒、尾气管道和出料仓；转动外筒套设在尾气管道的外部，可相对尾气管道转动，转动外筒与尾气管道之间形成环形空间，用于输送待处理的物料；转动外筒的一端设置有环形进料口，进料仓的底部管路穿过环形进料口进入到环形空间内，转动外筒的另一端设置有出料口，出料口的下方设置有出料仓；转动外筒的内壁固定设置有螺旋叶片，当转动外筒转动时，螺旋叶片推动物料一边绕尾气管道旋转，一边向转动外筒出料口运动。本发明的厂矿尾气余热回收利用装置，将尾气与待处理物料分离开，避免尾气中含有的固体颗粒或某些气体进入待处理物料，对待处理物料造成不利的影响。
id-CN112254540B    abstract-本申请涉及一种余热锅炉，其包括机架，机架上设置有锅筒，锅筒内设置有换热管，机架上设置有多个进烟管，多个进烟管分别安装在锅筒不同位置的筒壁上；进烟管内轴向间隔设置有多个阻隔环，阻隔环的外径与进烟管的内径相同，阻隔环上设置有挡环，挡环的外径与阻隔环的内径相同。本申请具有减少换热管管壁上吸附的粉尘的效果。
id-CN111924808B    abstract-硫酸法钛白粉生产中高温烟气废酸浓缩的设备及使用方法，包括转窑高温烟气管道(1)分别连接文丘里塔组A(2)和文丘里塔组B(3)，并通过管道(6)连接文丘里塔组C(7)；所述每一文丘里塔组下面均连接有由收集箱和混配箱组成的集配器，在每一个收集箱和混配箱的隔板下部均设有开口或管道连通；在每个混配箱的中部都连接有抽液泵，抽液泵的出口连接旋流分离器的进口；旋流分离器的出口连接设置在文丘里塔上部的喷淋管；本发明省去了原废酸浓缩专用设备、设施，节省了原废酸浓缩所需要的全部热能，大幅降低了浓缩成本节省了原废酸浓缩所需的维护维修费及人工工资，有效利用了烟气热能，大幅减少了烟气降温所需的低温喷淋用水。
id-CN112097535A    abstract-本发明涉及覆膜砂焙烧节能技术领域，公开了一种再生型覆膜砂焙烧系统，焙烧炉和设置在焙烧炉内的燃烧室，焙烧炉上的一侧设置有与燃烧室连通的进料室，进料室内的两侧均设置有交错布置的若干进料板，进料板均朝向进料室中部倾斜；还包括向进料室送料的进料机构；焙烧炉上的另一侧固定有预热室，预热室包括上预热室和位于上预热室下方的下预热室，上预热室和下预热室之间连通有空气管，下预热室连通有第一风机；燃烧室的底部均固定有若干空气喷头，空气喷头与上预热室连通；燃烧室连通有用于收集焙烧后砂粒的预热包，预热包连通有贯穿上预热室的第一预热管。本发明结构简单，可以对砂粒焙烧时产生的废气的余热进行利用，达到节能环保的目的。
id-CN112125539A    abstract-本发明属于水泥烧成工艺及设备领域，尤其涉及一种可切换生产白水泥熟料及硅酸盐水泥熟料的设备及工艺，生产白水泥熟料时采用低温二、三次风管道，为回转窑和分解炉燃料燃烧提供二、三次风，生产硅酸盐水泥熟料时，切换为高温二、三次风管道，为回转窑和分解炉燃料燃烧提供高温二、三次风，或者采用高温三次风管道，为分解炉燃料燃烧提供高温三次风，二次风通过单筒漂白机进入回转窑内，余风通过余风管道排入废气处理系统。本发明提供一种解决白水泥熟料与硅酸盐水泥熟料生产工艺不可切换兼容的问题，生产厂家可根据市场需求，采用可切换生产白水泥熟料及硅酸盐水泥熟料的设备及工艺，灵活选择生产白水泥熟料与硅酸盐水泥熟料。
id-CN112082389A    abstract-本发明涉及覆膜砂焙烧节能技术领域，公开了一种再生型覆膜砂焙烧炉预热系统，包括进料室和预热包，预热包用于收集废气和焙烧后的砂粒；进料室内设置有折流道，进料室的侧壁内开设有用于对砂粒预热的预热腔；预热包的上部连通有废气管，废气管与预热腔连通。本发明结构简单，可以对进入焙烧炉的砂粒进行预热，减少焙烧炉内热量的散失，进而减少天然气的使用，达到节能的目的。
id-CN112049694A    abstract-本发明公开了一种高炉冲渣水发电设备，该设备包括冲渣水循环系统、化学热泵循环系统和发电系统；化学热泵循环系统，包括吸热反应器、蒸馏塔、冷凝分离器、增压机、放热反应器和再沸器；其中，吸热反应器、蒸馏塔和再沸器依次连接形成环路；蒸馏塔、冷凝分离器、增压机、放热反应器依次连接形成环路；冲渣水循环系统，包括高炉、高温冲渣水池和低温冲渣水池，高炉、高温冲渣水池、吸热反应器和低温冲渣水池依次连接形成环路；发电系统，用于将放热反应器中产生的热能转化为电能。本发明通过回收高温冲渣水中的余热，将其转化成高品位的电能，提高了高炉冲渣水的余热利用效率，减少了能源浪费，并且通过化学热泵使发电效率大为提高。
id-CN112212728B    abstract-本发明公开了一种用于镁合金加工的烟气处理装置和烟气余热回收装置，包括底板、进气管、储热塔和外壳，所述的底板的一端上部固定有第一支架，且第一支架的一侧安装有驱动电机，同时驱动电机的一端贯穿第一支架与电机轴转动连接；所述的进气管通过第二支架固定在底板的上部，且进气管的一端与分流管相连通；所述的储热塔安装在底座的上侧，且底座固定在底板的上部中间，同时底座与储热塔之间相互不连通；装置整体结构紧凑，且结构之间可以对不同位置进行独立拆解，提高了装置整体在进行拆装时的便捷性，提高了在对装置进行检修时的效率。
id-CN114184054A    abstract-本发明涉及一种莫来石匣钵高温加工设备，解决了现有技术中现有的用于高温烧结莫来石匣钵的砖窑结构的尾气处理装置效率低的问题。一种莫来石匣钵高温加工设备，包括砖窑本体、砖窑本体内的烧结腔和处于烧结腔内的感应加热线圈。本发明通过风机的进气端将莫来石匣钵烧结的烟气经输气管输入至沉淀箱内，在烟气中的沉淀在沉淀箱内，余下的气体进入输气桶，并通过层层浸有处理液的海绵，过滤大量的有害气体，风机将处理后的气体输送至液体处理箱的液体中，使得气体与处理液充分接触后，有害气体溶在液体内，无害不溶于水的气体经排气管排到大气中，与现有的经过液体表面的处理方式相比，大大提高了莫来石匣钵烧结尾气处理的效率。
id-WO2022068053A1    abstract-一种新型气氛保护窑炉，包括炉壳（1）；炉底衬（2），设在炉壳腔的底部；一对炉壁衬（3），沿着炉壳腔的腔壁的相向一侧的长度方向设置；炉顶（4），设在炉壳腔内；匣钵输送辊（5b），循着炉膛（5a）的长度方向间隔分布；上、下加热棒位于匣钵输送辊（5b）的上、下方；保护气体引入管（5e），穿过一对炉壁衬（3）后探出炉壳；特点：烟道（41）包括烟气上引段（411）和烟气引出段（412），烟气上引段（411）由纵向排烟腔（4111）和横向过渡排烟腔组成（4112），烟气引出段（411）由烟气纵向排出腔（4121）和排烟口（4122）组成，纵向排烟腔（4111）的下端与炉膛（5a）的上部相通、上端与横向过渡排烟腔（4112）的一端衔接，横向过渡排烟腔（4112）的另一端与烟气纵向排出腔（4121）的中部一侧衔接，烟气纵向排出腔（4121）的下部为胶体储存腔（41211），排烟口（4122）构成于烟气纵向排出腔（4121）的顶部。确保炉膛的清洁及产品质量；方便清除。
id-CN112174176A    abstract-一种利用氢氧化铝制备α–氧化铝的装置及方法，装置的两级悬浮预热器Ⅱ、回转窑、三级悬浮冷却器及鼓风机串联；悬浮预热器Ⅰ与烟气净化系统连通，窑尾罩上方设有窑尾燃烧器；方法为：(1)启动引风机、鼓风机、窑头燃烧器和窑尾燃烧器；(2)向窑头燃烧器和窑尾燃烧器通入燃料；(3)二次空气进入窑头罩；(4)高温气体进入进料管道；(5)向悬浮预热器Ⅰ通入氢氧化铝原料；(6)氢氧化铝原料进入热气管道换热；(7)氢氧化铝原料进入回转窑形成一次脱水物料；(8)一次脱水物料完成二次脱水生成α–氧化铝；(9)α–氧化铝进入窑头罩，经逐级换热从悬浮冷却器Ⅲ排出。本发明的方法大幅提高了回转窑的单位容积产能，减少了产品的电能消耗，降低了生产成本。
id-CN112161475A    abstract-本发明提出的安全环保式电煅系统，包括煅烧炉、换热装置、补油装置，换热装置包括换热箱、换热管组，烟囱底部设置第一闸板，第一闸板的高度高于连接管道的高度，在连接管道上设置第二闸板，在辅助排空管上设置第三闸板，除尘装置包括布袋除尘器、风机、第一除尘管道、第二除尘管道，在第一除尘管道靠近辅助排空管的位置设置第四闸板，本方案不仅实现了导热油换热的方式，而且可以对导热油换热的温度进行调节控制，还可以对换热管组进行保护，避免其损坏，延长使用寿命，换热后的烟气被布袋除尘器除尘，对粉尘经常回收二次利用。
id-CN112179156A    abstract-本发明涉及一种水泥窑协同处置废弃物的旁路放风节能减排利用系统及工艺，主要应用于水泥生产企业。包括窑尾烟室、一级急冷装置、一级急冷风机、SNCR脱硝装置、二级混风装置、二级混风风机、窑尾袋收尘、窑尾SP余热锅炉、空气预热器、空气鼓风机、收尘器、尾排风机、窑尾烟囱、热风使用装置。其中窑尾烟室、一级急冷装置、二级混风装置、空气预热器、收尘器、尾排风机和窑尾烟囱通过烟道依次顺序连接，其中一级急冷装置采用空气冷却，二级混风装置采用窑尾SP余热锅炉出口烟气作为冷却气体进行冷却，为了达到环保要求，系统中还设置了SNCR脱硝装置。这个系统可以快速有效的降低旁路放风烟气温度，避免管路中发生堵塞，还可以有效的利用烟气中的热量，降低系统的能耗，同时满足环保要求。
